coc_code,coc_name,rate_percpt_change_2014_2018,rank_rate_percpt_change_2014_2018,homeless_rate_perc_2014,homeless_rate_perc_2018,total_pop_2017
mo-500,st. louis county coc,0.0048009938057177876,104,0.040208323122886434,0.04500931692860422,999793
il-500,mchenry county coc,0.00432382092729329,105,0.05521186722543737,0.05953568815273066,300660
il-517,"aurora, elgin/kane county coc",0.004239551625020141,106,0.06868073632532623,0.07292028795034637,589685
il-506,"joliet, bolingbrook/will county coc",0.0039834438116578,107,0.0384651293063206,0.0424485731179784,803325
il-509,dekalb city & county coc,0.0038251522888754913,108,0.09180365493301203,0.09562880722188752,104571
ut-504,provo/mountainland coc,0.0037524390854055158,109,0.023296392655225897,0.027048831740631413,639584
mo-603,"st. joseph/andrew, buchanan, dekalb counties coc",0.003353875822747654,110,0.16769379113738314,0.1710476669601308,119265
va-521,virginia balance of state coc,0.0033031878121807384,111,0.039048398779708046,0.042351586591888785,1695332
pa-500,philadelphia coc,0.003195288355602399,112,0.36669129168892717,0.36988658004452957,1564804
nc-506,"wilmington/brunswick, new hanover, pender counties coc",0.003002048898373147,113,0.08030480803148149,0.08330685692985464,399727
ca-521,"davis, woodland/yolo county coc",0.002829895010895117,114,0.20846893246927203,0.21129882748016715,212022
tx-701,"bryan, college station/brazos valley coc",0.002717407713814693,115,0.05676362779968478,0.059481035513499474,331198
fl-503,"lakeland, winterhaven/polk county coc",0.002466448591503703,116,0.082626027815374,0.0850924764068777,648706
ca-601,san diego city and county coc,0.002131796166177813,117,0.259043688421545,0.26117548458772283,3283616
mn-502,rochester/southeast minnesota coc,0.0020891888654590157,118,0.06713260221008327,0.06922179107554229,717982
ok-505,northeast oklahoma coc,0.002037222315280543,119,0.08669512741693791,0.08873234973221845,441778
nj-509,morris county coc,0.0018063656324888988,120,0.07807513678201983,0.07988150241450873,498238
ar-500,little rock/central arkansas coc,0.0011852293334100872,121,0.18184804344034824,0.18303327277375833,590603
il-513,springfield/sangamon county coc,0.0010087661780875667,122,0.13567905095277966,0.13668781713086722,198262
al-507,alabama balance of state coc,9.195323783770665e-4,123,0.04702751306556988,0.04794704544394695,1522513
id-500,boise/ada county coc,6.910929635218221e-4,124,0.17346433384397425,0.17415542680749607,434095
nh-502,nashua/hillsborough county coc,3.38293848802948e-4,125,0.09472227766482522,0.09506057151362816,295601
ks-505,"overland park, shawnee/johnson county coc",1.729978098477282e-4,126,0.028890634244570463,0.02906363205441819,578042
ny-504,cattaragus county coc,0,127,0.04228058936579116,0.04228058936579116,78050
ne-500,nebraska balance of state coc,-1.1177992767839179e-4,128,0.06259675949989661,0.06248497957221822,894615
va-514,"fredericksburg/spotsylvania, stafford counties coc",-2.805434688077785e-4,129,0.05638923723036266,0.05610869376155488,356451
ny-500,"rochester, irondequoit, greece/monroe county coc",-4.0047202302447016e-4,130,0.11186518509816905,0.11146471307514458,749116
tn-500,chattanooga/southeast tennessee coc,-5.841889266988975e-4,131,0.0915716142600517,0.0909874253333528,684710
md-504,howard county coc,-6.394291176837347e-4,132,0.05435147500311722,0.05371204588543348,312779
pa-509,eastern pennsylvania coc,-7.407557705679801e-4,133,0.06508988749208117,0.06434913172151319,3104937
il-507,"peoria, pekin/fulton, tazewell, peoria, woodford counties coc",-0.0012609132037787046,134,0.10213396950607508,0.10087305630229637,396538
ny-601,poughkeepsie/dutchess county coc,-0.0013564747933071386,135,0.13666483542569569,0.13530836063238855,294882
ny-523,"glens falls, saratoga springs/saratoga, washington, warren, hamilton counties co",-0.0013982493917615163,136,0.07326826812830337,0.07187001873654185,357590
tn-503,central tennessee coc,-0.001577620229999497,137,0.025066632543325394,0.023489012313325897,1140959
nj-501,bergen county coc,-0.0018195635188217735,138,0.03970929796958118,0.0378897344507594,934290
mn-509,duluth/st.louis county coc,-0.0019980019980020136,139,0.2142857142857143,0.2122877122877123,200200
mi-504,"pontiac, royal oak/oakland county coc",-0.0024175475269697586,140,0.03682730732750597,0.03440975980053621,1240927
or-506,"hillsboro, beaverton/washington county coc",-0.0026225335072364436,141,0.0938866995590647,0.09126416605182826,571966
il-518,"rock island, moline/northwestern illinois coc",-0.0030473125750400745,142,0.033215707067936785,0.03016839449289671,656316
mn-505,st. cloud/central minnesota coc,-0.0031497313826910067,143,0.0831255195344971,0.07997578815180609,730221
md-503,annapolis/anne arundel county coc,-0.0031903919573763734,144,0.06806169509069576,0.06487130313331939,564194
mi-508,"lansing, east lansing/ingham county coc",-0.0034790111258775624,145,0.1492495773001482,0.14577056617427064,287438
mi-523,eaton county coc,-0.0036782623888475113,146,0.1158652652486965,0.11218700285984899,108747
ma-519,"attleboro, taunton/bristol county coc",-0.0037550727008896917,147,0.059544724256965,0.055789651556075306,372829
nc-503,north carolina balance of state coc,-0.004019378923204454,148,0.06295056695901081,0.05893118803580636,5075411
ks-503,topeka/shawnee county coc,-0.004485763308699042,149,0.23325969205234887,0.22877392874364982,178342
ky-500,kentucky balance of state coc,-0.004539706603540861,150,0.06657240802166157,0.062032701418120714,3348234
ct-505,connecticut balance of state coc,-0.004834221011062664,151,0.12330925866854565,0.11847503765748299,2730533
md-601,montgomery county coc,-0.0049280933206942296,152,0.08609668919095202,0.08116859587025779,1034883
ok-500,north central oklahoma coc,-0.006354249404289122,153,0.06386020651310564,0.05750595710881652,314750
sc-500,charleston/low country coc,-0.006440566452773799,154,0.051128189071250496,0.0446876226184767,1009228
il-515,south central illinois coc,-0.006474829101866492,155,0.029385762846932548,0.022910933745066055,401555
mo-606,missouri balance of state coc,-0.0066833397123315305,156,0.05580406054886654,0.04912072083653501,2738152
il-520,southern illinois coc,-0.007453502279385009,157,0.0563346102511657,0.04888110797178069,576910
al-501,mobile city & county/baldwin county coc,-0.0076023486404736135,158,0.09672775504262168,0.08912540640214807,618230
id-501,idaho balance of state coc,-0.0077848178024852305,159,0.11070830369639538,0.10292348589391015,1220324
il-503,"champaign, urbana, rantoul/champaign county coc",-0.008209625544491353,160,0.09899842568357206,0.09078880013908071,207074
ri-500,rhode island statewide coc,-0.008433452949386938,161,0.11276189898618523,0.10432844603679829,1055321
mi-503,"st. clair shores, warren/macomb county coc",-0.008442068329869767,162,0.03966615667322372,0.031224088343353953,864717
pa-503,"wilkes-barre, hazleton/luzerne county coc",-0.008497540434129897,163,0.06042695419825706,0.051929413764127165,317739
va-504,charlottesville coc,-0.008526672242839622,164,0.0828305303590135,0.07430385811617388,246286
mn-503,"dakota, anoka, washington, scott, carver counties",-0.008699792312230795,165,0.058130430449905804,0.04943063813767501,1264398
in-502,indiana balance of state coc,-0.008902502960743311,166,0.07194280115404644,0.06304029819330313,5672562
ia-501,iowa balance of state coc,-0.008926191452066135,167,0.07939396892456999,0.07046777747250385,2442251
ok-503,oklahoma balance of state coc,-0.009260905089166084,168,0.04406398389199992,0.034803078802833835,669481
la-505,monroe/northeast louisiana coc,-0.009284842073277094,169,0.06189894715518066,0.05261410508190357,355418
ca-609,san bernardino city & county coc,-0.009297983375960897,170,0.10926310413882975,0.09996512076286886,2118739
ma-503,cape cod islands coc,-0.009476798325490948,171,0.15698522443530644,0.1475084261098155,242698
md-501,baltimore coc,-0.009523102400790184,172,0.41433565869200994,0.40481255629121976,619546
fl-507,"orlando/orange, osceola, seminole counties coc",-0.009782978493508912,173,0.10970563942472192,0.099922660931213,2054589
pa-506,reading/berks county coc,-0.01013931907230059,174,0.14581306475403702,0.13567374568173643,414229
ny-508,"buffalo, niagara falls/erie, niagara, orleans, genesee, wyoming counties coc",-0.010295795857160367,175,0.08551012131748462,0.07521432546032425,1272364
wi-500,wisconsin balance of state coc,-0.010306465939694476,176,0.08716534819613644,0.07685888225644197,4094517
oh-507,ohio balance of state coc,-0.010985046951690274,177,0.06212346017553223,0.05113841322384196,6126510
mi-506,"grand rapids, wyoming/kent county coc",-0.011004316836290343,178,0.12466318930254638,0.11365887246625604,636114
fl-501,tampa/hillsborough county coc,-0.011092631663582042,179,0.14472534197317816,0.13363271030959611,1343234
ks-502,wichita/sedgwick county coc,-0.011374489373677452,180,0.12374659991018075,0.1123721105365033,509913
va-602,loudoun county coc,-0.011505293772960418,181,0.04735899994916266,0.03585370617620224,373741
ok-506,southwest oklahoma regional coc,-0.011767763193378675,182,0.05859365423369797,0.0468258910403193,407894
wa-504,everett/snohomish county coc,-0.01180829045799299,183,0.12314360049049823,0.11133531003250524,770645
la-506,slidell/southeast louisiana coc,-0.011867136931053679,184,0.04572338052847153,0.03385624359741785,573011
ca-604,bakersfield/kern county coc,-0.012201546745608013,185,0.11312088197797335,0.10091933523236533,876938
il-511,cook county coc,-0.01238960123527131,186,0.047393231909678604,0.035003630674407295,2494027
az-500,arizona balance of state coc,-0.012841314220264438,187,0.1459406232236689,0.13309930900340447,1643134
tx-624,"wichita falls/wise, palo pinto, wichita, archer counties coc",-0.013001738604580843,188,0.08496484995086552,0.07196311134628468,330725
mi-513,"marquette, alger counties coc",-0.01305994514823039,189,0.10447956118584303,0.09141961603761264,76570
md-502,harford county coc,-0.013169131555633595,190,0.0889914041486755,0.0758222725930419,250586
ga-505,columbus-muscogee/russell county coc,-0.0138840144856551,191,0.1203281255423443,0.1064441110566892,259291
va-604,prince william county coc,-0.013988135696737222,192,0.08767211809926848,0.07368398240253125,507573
mn-501,saint paul/ramsey county coc,-0.014188501712888213,193,0.2800362180175303,0.2658477163046421,535645
ca-611,"oxnard, san buenaventura/ventura county coc",-0.014194682435381661,194,0.16891672098104182,0.15472203854566016,845387
ny-511,"binghamton, union town/broome, otsego, chenango, delaware, cortland, tioga count",-0.014451124075128066,195,0.06869842060330109,0.05424729652817302,449792
ar-501,fayetteville/northwest arkansas coc,-0.014669824171678864,196,0.10497497556616948,0.09030515139449062,524887
mn-506,northwest minnesota coc,-0.014674031073728194,197,0.17550141164178928,0.1608273805680611,170369
tn-506,upper cumberland coc,-0.014792117914311377,198,0.060225051508267735,0.04543293359395636,567870
pa-511,"bristol, bensalem/bucks county coc",-0.015179186299745781,199,0.07861220694184134,0.06343302064209556,625857
wv-503,"charleston/kanawha, putnam, boone, clay counties coc",-0.015490136745486244,200,0.12968486577616392,0.11419472903067768,277596
me-500,maine statewide coc,-0.015780622297568436,201,0.20484750658653117,0.18906688428896273,1330746
ma-517,somerville coc,-0.015986315713749033,202,0.12309463099586754,0.1071083152821185,125107
ca-612,glendale coc,-0.016096093679265205,203,0.14687685482329507,0.13078076114402987,198806
tx-604,waco/mclennan county coc,-0.016188230040331028,204,0.06866042396416261,0.05247219392383158,358285
la-500,lafayette/acadiana coc,-0.016409633062371795,205,0.0715642330775659,0.05515460001519411,658150
ca-500,san jose/santa clara city & county coc,-0.01645668185974175,206,0.39785211384238284,0.3813954319826411,1901963
ms-503,gulf port/gulf coast regional coc,-0.016494947391427164,207,0.08783559485934965,0.07134064746792249,484997
pa-502,"upper darby, chester, haverford/delaware county coc",-0.016875418554789162,208,0.09041671625671242,0.07354129770192326,562949
pa-510,lancaster city & county coc,-0.017164051014544657,209,0.09290975440481787,0.07574570339027321,536004
va-505,"newport news, hampton/virginia peninsula coc",-0.01768961311170579,210,0.10798891725169234,0.09029930413998655,486161
pa-504,"lower merion, norristown, abington/montgomery county coc",-0.01795349677936252,211,0.05349409244463117,0.035540595665268654,818782
nm-501,new mexico balance of state coc,-0.0180720295789603,212,0.09595540260430166,0.07788337302534136,1554889
il-502,"waukegan, north chicago/lake county coc",-0.01810051545331507,213,0.0560841728818626,0.03798365742854753,729261
nc-507,raleigh/wake county coc,-0.01831299154958267,214,0.11457861023000922,0.09626561868042655,1021133
ga-506,marietta/cobb county coc,-0.018843803845491655,215,0.0709015065553391,0.05205770270984744,737643
pa-505,chester county coc,-0.01944545452777688,216,0.1320346362436049,0.11258918171582802,514259
tx-601,"fort worth, arlington/tarrant county coc",-0.01960972814699069,217,0.11598436769866448,0.09637463955167379,2090799
al-503,huntsville/north alabama coc,-0.01983912594479409,218,0.094944388450086,0.07510526250529191,564541
md-600,prince george's county coc,-0.020053846239072866,219,0.07301372746712166,0.052959881228048795,902570
wy-500,wyoming statewide coc,-0.020123503740754695,220,0.12909739264196024,0.10897388890120555,586379
fl-605,west palm beach/palm beach county coc,-0.020229673759505115,221,0.11249672236993094,0.09226704861042583,1418708
va-601,fairfax county coc,-0.020259181324780218,222,0.10427519799519228,0.08401601667041206,1174776
tx-700,"houston, pasadena, conroe/harris, ft. bend, montgomery, counties coc",-0.02026688971263116,223,0.09234047261343022,0.07207358290079906,5748292
tn-512,"morristown/blount, sevier, campbell, cocke counties coc",-0.020339442699270058,224,0.14056814843273296,0.1202287057334629,663735
wv-501,"huntington/cabell, wayne counties coc",-0.020378902013872213,225,0.15866430853657648,0.13828540652270427,137397
ms-501,mississippi balance of state coc,-0.020380483979594684,226,0.04934766933130287,0.028967185351708186,1933222
nc-500,winston-salem/forsyth county coc,-0.020397173767602764,227,0.14006059320420564,0.11966341943660287,367698
vt-500,vermont balance of state coc,-0.02044835713593851,228,0.22105750293272491,0.2006091457967864,464585
pa-601,western pennsylvania coc,-0.02046025725440736,229,0.06381513664901559,0.04335487939460823,1725296
fl-603,"ft myers, cape coral/lee county coc",-0.02047933091304878,230,0.12473774283402433,0.10425841192097555,698265
oh-505,"dayton, kettering/montgomery county coc",-0.020708143897347292,231,0.14756884525046593,0.12686070135311864,536021
ny-522,"jefferson, lewis, st. lawrence counties coc",-0.020774374612930288,232,0.05840343051559646,0.03762905590266617,255122
mi-511,lenawee county coc,-0.02133192474909594,233,0.14018121977977327,0.11884929503067733,98444
fl-510,"jacksonville-duval, clay counties coc",-0.021376907574634757,234,0.17176973968794745,0.1503928321133127,1192876
tx-607,texas balance of state coc,-0.021673727004692805,235,0.09349321805104581,0.071819491046353,10634996
hi-501,honolulu city and county coc,-0.021923177951546746,236,0.47604614980501503,0.4541229718534683,989820
in-503,indianapolis coc,-0.022176045819122386,237,0.20150349326029457,0.17932744744117218,937949
va-500,"richmond/henrico, chesterfield, hanover counties coc",-0.022325907378571083,238,0.07969501114882337,0.05736910377025228,1061547
mo-602,"joplin/jasper, newton counties coc",-0.022692074225774794,239,0.1787000845279765,0.1560080103022017,176273
mi-502,"dearborn, dearborn heights, westland/wayne county coc",-0.022697689931026815,240,0.04224549636142134,0.019547806430394523,1079405
oh-502,cleveland/cuyahoga county coc,-0.02352038819005428,241,0.16767246224977694,0.14415207405972266,1254231
nc-509,"gastonia/cleveland, gaston, lincoln counties coc",-0.023545369623913917,242,0.10825751468386503,0.08471214505995112,390735
ny-512,troy/rensselaer county coc,-0.02374732842555212,243,0.13498481420840155,0.11123748578284944,160018
fl-601,ft lauderdale/broward county coc,-0.023774044686713264,244,0.14678349911484137,0.1230094544281281,1884408
fl-600,miami-dade county coc,-0.023793643676802007,245,0.1545099736262331,0.13071632994943108,2689794
mi-518,livingston county coc,-0.024052466446809306,246,0.07215739934042792,0.04810493289361861,187091
fl-500,"sarasota, bradenton/manatee, sarasota counties coc",-0.024117526662903455,247,0.17951261737739496,0.1553950907144915,767077
md-513,"wicomico, somerset, worcester counties coc",-0.02457372956610615,248,0.18765393486844678,0.16308020530234063,179053
nj-507,new brunswick/middlesex county coc,-0.024597914096884596,249,0.09623183954000701,0.07163392544312241,833404
sc-503,"myrtle beach, sumter city & county coc",-0.024847354419350473,250,0.14543984786793135,0.12059249344858088,905529
ia-502,des moines/polk county coc,-0.025316665836612046,251,0.18385709779703505,0.158540431960423,481896
sc-502,columbia/midlands coc,-0.02558798927843206,252,0.10609328191684103,0.08050529263840897,1496796
pa-605,erie city & county coc,-0.025861325823970577,253,0.14654751300249994,0.12068618717852936,278408
va-507,portsmouth coc,-0.02603976793358817,254,0.16665451477496432,0.14061474684137615,96007
tn-502,knoxville/knox county coc,-0.02610734988273819,255,0.19049515465286077,0.16438780477012258,451980
ks-507,kansas balance of state coc,-0.026380893993565503,256,0.0886370911300517,0.062256197136486204,1474552
va-603,alexandria coc,-0.02668732222012485,257,0.1737930495798374,0.14710572735971256,153631
ca-608,riverside city & county coc,-0.026768782407675357,258,0.12533237550175508,0.09856359309407972,2349752
ne-501,"omaha, council bluffs coc",-0.026780407991567223,259,0.1993244978367789,0.1725440898452117,817762
ia-500,"sioux city/dakota, woodbury counties coc",-0.026847166403618672,260,0.24162449763256805,0.21477733122894938,122918
la-509,louisiana balance of state coc,-0.027068540061439293,261,0.07877754516219541,0.05170900510075612,1111992
ma-507,"pittsfield/berkshire, franklin, hampshire counties coc",-0.028346167848220166,262,0.20926141558539005,0.18091524773716988,359837
ga-503,athens-clarke county coc,-0.028416241099627343,263,0.20053747290308438,0.17212123180345704,123169
ca-603,santa maria/santa barbara county coc,-0.028446290693999177,264,0.4136000361222739,0.38515374542827474,442940
sc-501,"greenville, anderson, spartanburg/upstate coc",-0.030471305286670122,265,0.11053449101772132,0.0800631857310512,1480081
nv-502,nevada balance of state coc,-0.030590765223448876,266,0.11206517953144639,0.08147441430799751,330165
va-600,arlington county coc,-0.030669605106927386,267,0.12749792980165528,0.0968283246947279,228239
il-510,chicago coc,-0.030851740248251408,268,0.2317382209566988,0.2008864807084474,2712975
ut-500,salt lake city & county coc,-0.031128628711931533,269,0.19342934026200229,0.16230071155007075,1111517
wi-503,madison/dane county coc,-0.03114026876153432,270,0.14844164924976788,0.11730138048823356,523438
al-504,montgomery city & county coc,-0.03155248664886513,271,0.12777453271028036,0.09622204606141523,383488
nj-513,somerset county coc,-0.03155351476103471,272,0.0970646215982306,0.06551110683719588,332768
