coc_code,coc_name,rate_percpt_change_2014_2018,rank_rate_percpt_change_2014_2018,homeless_rate_perc_2014,homeless_rate_perc_2018,total_pop_2017
ny-604,"yonkers, mount vernon/westchester county coc",-0.03191730646669258,273,0.21941865345912787,0.18750134699243529,974393
il-508,"east st. louis, belleville/st. clair county coc",-0.032722753711642696,274,0.12464060121625696,0.09191784750461426,271982
oh-504,youngstown/mahoning county coc,-0.032832210126144803,275,0.11059270779332987,0.07776049766718507,231480
mt-500,montana statewide coc,-0.03294308694165099,276,0.16907554915641473,0.13613246221476374,1032083
nc-505,charlotte/mecklenberg coc,-0.03348624741110662,277,0.1949170586299673,0.1614308112188607,1033260
ar-503,arkansas  balance of state  coc,-0.03350266916230531,278,0.12284312026178613,0.08934045109948083,859633
oh-501,toledo/lucas county coc,-0.03392263331941042,279,0.18668986636328602,0.1527672330438756,433339
or-500,"eugene, springfield/lane county coc",-0.034664333701985794,280,0.4861260131064195,0.4514616794044337,363486
il-519,west central illinois coc,-0.03488808974290161,281,0.06485606426565044,0.029967974522748825,223572
il-504,madison county coc,-0.035316837114238706,282,0.09017064795124774,0.054853810837009034,266162
mi-514,battle creek/calhoun county coc,-0.035663338088445073,283,0.2110080836899667,0.17534474560152163,134592
ok-507,southeastern oklahoma regional coc,-0.036622312976506234,284,0.08175284007886745,0.04513052710236121,540654
ca-518,vallejo/solano county coc,-0.038298353401516716,285,0.29877329912628997,0.26047494572477325,433439
mi-500,michigan balance of state coc,-0.038583289450141486,286,0.09552544080348216,0.05694215135334067,2358534
il-514,dupage county coc,-0.0391279374563353,287,0.07128042088145761,0.032152483425122315,917503
mo-604,"kansas city, independence, lee’s summit/jackson, wyandotte counties, mo & ks",-0.039210275275985695,288,0.21769147767148536,0.17848120239549967,1007389
nj-500,atlantic city & county coc,-0.03924071058692369,289,0.19950417345127552,0.16026346286435184,272676
hi-500,hawaii balance of state coc,-0.039663210632523815,290,0.5116786120195764,0.4720154013870526,431130
ct-503,"bridgeport, stamford, norwalk/fairfield county coc",-0.039816100839514326,291,0.12608431932512873,0.0862682184856144,858949
ca-514,fresno city & county/madera county coc,-0.03988902303947231,292,0.2307864904426613,0.190897467403189,1123116
nj-502,burlington county coc,-0.040007468060704654,293,0.22670898567732642,0.18670151761662176,449916
nj-508,monmouth county coc,-0.04042314888341038,294,0.09394787171322252,0.053524722829812146,625879
ny-520,"franklin, essex counties coc",-0.04044125907119908,295,0.08762272798759801,0.04718146891639893,89018
nj-514,trenton/mercer county coc,-0.04113013790693301,296,0.1698970402430173,0.1287669023360843,371990
mn-511,southwest minnesota coc,-0.041511449940801054,297,0.06497444338560165,0.0234629934448006,277032
va-508,lynchburg coc,-0.04167711810446293,298,0.08489783317575782,0.043220715071294886,259135
co-503,metropolitan denver coc,-0.04276503499255549,299,0.2171374974583664,0.17437246246581092,3049220
mo-600,"springfield/greene, christian, webster counties coc",-0.04334474500066118,300,0.16064493062391944,0.11730018562325825,408354
va-503,virginia beach coc,-0.04366367005337163,301,0.09752291788570314,0.05385924783233151,451176
mi-507,"portage, kalamazoo city & county coc",-0.04376905297591169,302,0.26146250067189336,0.21769344769598167,260458
fl-511,"pensacola/escambia, santa rosa counties coc",-0.043994445440632496,303,0.17576927728176878,0.13177483184113628,479606
tx-603,el paso city & county coc,-0.044014453006797113,304,0.15070165975153363,0.10668720674473652,836089
va-502,"roanoke city & county, salem coc",-0.04412445248011709,305,0.15784356984757333,0.11371911736745624,278757
al-500,"birmingham/jefferson, st. clair, shelby counties coc",-0.0448249209803671,306,0.139187663511467,0.0943627425310999,954826
il-501,"rockford/winnebago, boone counties coc",-0.04518593719741561,307,0.12030022240870387,0.07511428521128827,340814
ny-505,"syracuse, auburn/onondaga, oswego, cayuga counties coc",-0.04534316669469335,308,0.15374636654094698,0.10840319984625363,666032
nj-510,lakewood township/ocean county coc,-0.04635903287925256,309,0.10647294364575587,0.060113910766503305,588882
nc-504,"greensboro, high point coc",-0.0464336086459379,310,0.173545612314193,0.1271120036682551,516867
tn-509,appalachian regional coc,-0.04694530083456119,311,0.1179549995759143,0.0710096987413531,506973
ok-502,oklahoma city coc,-0.04736270774825291,312,0.23538312139316292,0.18802041364491,629187
tn-501,memphis/shelby county coc,-0.047958300844877844,313,0.17890902876429937,0.13095072791942153,936230
mi-505,flint/genesee county coc,-0.048012946435099665,314,0.1547625430776055,0.10674959664250584,410306
ky-501,louisville-jefferson county coc,-0.05107125225401009,315,0.1723327383750699,0.12126148612105982,763639
oh-506,"akron, barberton/summit county coc",-0.05232049724808975,316,0.16084393146939252,0.10852343422130277,540897
il-512,bloomington/central illinois coc,-0.053127354935945725,317,0.12603617181612659,0.07290881688018086,530800
wv-508,west virginia balance of state coc,-0.05539012199089261,318,0.10438307496311876,0.048992952972226146,1281817
ga-501,georgia balance of state coc,-0.05570604699493606,319,0.10971788876543555,0.05401184177049949,6905893
mi-519,holland/ottawa county coc,-0.05608993899783653,320,0.13482488442337104,0.07873494542553451,287039
md-500,cumberland/allegany county coc,-0.05649639663226358,321,0.1653553072163812,0.10885891058411762,72571
la-502,"shreveport, bossier/northwest louisiana coc",-0.0579063943135921,322,0.13545960098358148,0.07755320666998938,483539
or-507,clackamas county coc,-0.05867724022212456,323,0.1543086572649914,0.09563141704286685,400496
mn-500,minneapolis/hennepin county coc,-0.05881610873279958,324,0.3056307822870128,0.24681467355421322,1220754
pa-508,scranton/lackawanna county coc,-0.06022027447271974,325,0.1350251466693013,0.07480487219658155,212553
pa-600,"pittsburgh, mckeesport, penn hills/allegheny county coc",-0.06424984242522826,326,0.12793038244922028,0.06368054002399202,1229575
md-507,cecil county coc,-0.06445941986522119,327,0.1904482859654263,0.1259888661002051,102390
nv-500,las vegas/clark county coc,-0.0646162412922488,328,0.35363138524868226,0.28901514395643346,2104734
wi-501,milwaukee city & county coc,-0.06578168650417474,329,0.15701711476076102,0.09123542825658629,954673
nj-503,"camden city & county/gloucester, cape may, cumberland counties coc",-0.06615831227864055,330,0.16111830360962032,0.09495999133097976,1052022
oh-508,"canton, massillon, alliance/stark county coc",-0.06754862566580783,331,0.1417720167136125,0.07422339104780468,374545
ms-500,"jackson/rankin, madison counties coc",-0.06991980198712076,332,0.14788038120276042,0.07796057921563966,572084
mi-509,washtenaw county coc,-0.07263748646678009,333,0.15052254800150247,0.07788506153472238,362072
mo-503,"st. charles city & county, lincoln, warren counties coc",-0.07692860433758977,334,0.18936271836945173,0.11243411403186196,473166
az-501,tucson/pima county coc,-0.07925494401069694,335,0.21614082978636873,0.1368858857756718,1008139
fl-502,"st. petersburg, clearwater, largo/pinellas county coc",-0.08220603428171025,336,0.3578442390876502,0.2756382048059399,947619
ma-511,"quincy, brockton, weymouth, plymouth city and county coc",-0.0839084017649594,337,0.24929747576822467,0.16538907400326527,659052
nc-511,fayetteville/cumberland county coc,-0.08591196622222769,338,0.19964595709293476,0.11373399087070707,327079
tn-507,jackson/west tennessee coc,-0.08599262407614011,339,0.2394333759059136,0.1534407518297735,668662
mn-504,northeast minnesota coc,-0.08784679518919006,340,0.15972144579852737,0.07187465060933731,125218
il-516,decatur/macon county coc,-0.0882776564605306,341,0.2378850531989035,0.1496073967383729,107615
ny-501,"elmira/steuben, allegany, livingston, chemung, schuyler counties coc",-0.08860265045778035,342,0.16259697861786215,0.07399432816008181,314889
al-506,tuscaloosa city & county coc,-0.09193873359284835,343,0.11981377516089278,0.02787504156804444,204484
mi-512,"grand traverse, antrim, leelanau counties coc",-0.09403271871367913,344,0.2312854447864406,0.13725272607276148,171217
nd-500,north dakota statewide coc,-0.09537968039814354,345,0.16758049991740864,0.0722008195192651,750684
ca-520,merced city & county coc,-0.09544673959198394,346,0.28859486616788854,0.1931481265759046,266117
la-503,new orleans/jefferson parish coc,-0.09618860243904215,347,0.24028956044355926,0.1441009580045171,824422
mi-517,jackson city & county coc,-0.09986998059130564,348,0.15074714051517835,0.0508771599238727,159207
fl-514,ocala/marion county coc,-0.1006191275216578,349,0.26696057533202855,0.16634144781037075,343871
ga-504,augusta-richmond county coc,-0.10072192314371478,350,0.23419087548686396,0.13346895234314918,201545
ca-512,daly/san mateo county coc,-0.10331705585824794,351,0.26604799116678607,0.16273093530853813,760765
ga-507,savannah/chatham county coc,-0.1070169548430418,352,0.4598931229366012,0.3528761680935594,285936
vt-501,burlington/chittenden county coc,-0.10724758073015142,353,0.3298018089505235,0.2225542282203721,161309
fl-508,"gainesville/alachua, putnam counties coc",-0.12073270262569485,354,0.3032805489957454,0.18254784637005056,414138
ma-510,"gloucester, haverhill, salem/essex county coc",-0.12531473917106373,355,0.24681194324155203,0.1214972040704883,602483
dc-500,district of columbia coc,-0.12586982912126743,356,1.155496962122726,1.0296271330014586,670534
mo-501,st.louis city coc,-0.12889468826580947,357,0.43092199484421245,0.302027306578403,314210
fl-513,"palm bay, melbourne/brevard county coc",-0.13086169697503416,358,0.26013825899343934,0.12927656201840518,567775
fl-519,pasco county coc,-0.13833817248839808,359,0.6748007367311977,0.5364625642427996,497332
mi-501,detroit coc,-0.14568299616437064,360,0.40705543045927084,0.2613724342949002,676812
ma-516,massachusetts balance of state coc,-0.1490088680714128,361,0.36230335753024306,0.21329448945883026,1076446
ne-502,lincoln coc,-0.1519558893761125,362,0.32996135978813007,0.17800547041201756,253363
fl-504,"daytona beach, daytona/volusia, flagler counties coc",-0.15250166949196076,363,0.26214234345302306,0.10964067396106231,622944
nc-502,durham city & county coc,-0.15744676601679655,364,0.2699562943755222,0.11250952835872566,300419
ca-522,humboldt county coc,-0.16921599054163905,365,0.6886869134707752,0.5194709229291361,135330
fl-509,"fort pierce/st. lucie, indian river, martin counties coc",-0.1743445873401564,366,0.43062614470766947,0.25628155736751307,601682
md-508,"charles, calvert, st.mary's counties coc",-0.18096342809980034,367,0.3181498789859356,0.13718645088613526,358636
ca-606,long beach coc,-0.1822568240958271,368,0.576900791184248,0.39464396708842087,474605
nc-516,northwest north carolina coc,-0.19273232573190693,369,0.4064034720371569,0.21367114630524994,210136
fl-602,punta gorda/charlotte county coc,-0.19999884726889183,370,0.294522798139492,0.09452395087060017,173501
nj-515,elizabeth/union county coc,-0.21752202387852093,371,0.30409615161701636,0.08657412773849543,552128
mi-516,"norton shores, muskegon city & county coc",-0.2459305723527744,372,0.3379375394212241,0.09200696706844971,172813
ca-504,"santa rosa, petaluma/sonoma county coc",-0.25375943605462004,373,0.8523919324480391,0.5986324963934191,500474
ky-502,lexington-fayette county coc,-0.27291327775518504,374,0.49054493696624646,0.21763165921106142,314752
fl-517,"hendry, hardee, highlands counties coc",-0.35242812321171335,375,0.5312074511119442,0.17877932790023088,253385
ga-500,atlanta coc,-0.37379564390154907,376,1.0418929133037367,0.6680972694021876,460412
fl-505,"fort walton beach/okaloosa, walton counties coc",-0.41151950343820365,377,0.5997839712773079,0.18826446783910425,262928
fl-518,"columbia, hamilton, lafayette, suwannee counties coc",-0.42641874764435045,378,0.790759202737357,0.36434045509300655,135313
ca-508,watsonville/santa cruz city & county coc,-0.4435330026707365,379,1.29464678777918,0.8511137851084436,272584
ca-614,san luis obispo county coc,-0.4525660244335803,380,0.8424635828559016,0.3898975584223213,280843
fl-512,st. johns county coc,-0.4681097472030553,381,0.6192839998408692,0.1511742526378139,226229
ca-523,"colusa, glenn, trinity counties coc",-0.48042933350472394,382,0.9110482678835401,0.43061893437881615,62236
ca-509,mendocino county coc,-0.6004079107179687,383,1.6087265394046337,1.008318628686665,87274
